genome_id	phaZ_status	major_subtype	phylum	genus	species	growth_rate_per_h	doubling_time_h
GCF_005938675.2	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Inquilinus	Inquilinus sp005938675	0.1352238785336353	5.12592293666191
GCF_052078665.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Inquilinus	Inquilinus sp052078665	0.1112951595345083	6.22800832901477
GCF_031453975.1	phaZ_negative	none	Pseudomonadota	Inquilinus	Inquilinus ginsengisoli_A	0.1145433589791074	6.051395617675
GCF_051487185.1	phaZ_negative	none	Pseudomonadota	Inquilinus	Inquilinus limosus_F	0.1483323590956442	4.67293303218488
GCA_964471405.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	J084	J084 sp964471405	0.1448042978591732	4.78678596428162
GCA_003695555.1	phaZ_negative	none	Pseudomonadota	J084	J084 sp003695555	0.1332856656293521	5.20046306020248
GCA_027624175.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JAABQT01	JAABQT01 sp027624175	0.0805892492720835	8.60098818168361
GCA_031391655.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JAABQT01	JAABQT01 sp031391655	0.1118602897815709	6.19654375930413
GCA_035760345.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JAABQT01	JAABQT01 sp035760345	0.0661340349361361	10.4809449662235
GCA_036390555.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JAABQT01	JAABQT01 sp036390555	0.1147681365090977	6.03954374135019
GCA_041488375.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JAABQT01	JAABQT01 sp041488375	0.0770863404681308	8.99182885515894
GCA_041496745.1	phaZ_negative	none	Pseudomonadota	JAABQT01	JAABQT01 sp041496745	0.0761267300242245	9.1051747571369
GCA_041568535.1	phaZ_negative	none	Pseudomonadota	JAABQT01	JAABQT01 sp041568535	0.0918177396087556	7.54916406691684
GCA_050246035.1	phaZ_negative	none	Pseudomonadota	JAABQT01	JAABQT01 sp050246035	0.0876431856876565	7.90874013902448
GCA_964484035.1	phaZ_negative	none	Pseudomonadota	JAABQT01	JAABQT01 sp964484035	0.0762041019063294	9.0959300512716
GCA_964582155.1	phaZ_negative	none	Pseudomonadota	JAABQT01	JAABQT01 sp964582155	0.0695954281929032	9.95966543432557
GCA_041617635.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JAABRB01	JAABRB01 sp041617635	0.0651083952365168	10.6460492236366
GCA_963735025.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JAABRB01	JAABRB01 sp963735025	0.0622561571545432	11.1337932220791
GCA_022340285.1	phaZ_negative	none	Pseudomonadota	JAABRB01	JAABRB01 sp022340285	0.0930728374527785	7.44736272719332
GCA_049691875.1	phaZ_negative	none	Pseudomonadota	JAABRB01	JAABRB01 sp049691875	0.0582489234540587	11.8997423378414
GCA_046541495.1	phaZ_positive	extracellular.lemoignei_like	Desulfobacterota	JAABSQ01	JAABSQ01 sp046541495	0.0706039749322167	9.81739599258258
GCA_964573705.1	phaZ_negative	none	Desulfobacterota	JAABSQ01	JAABSQ01 sp964573705	0.0571350360232417	12.1317361255882
GCA_964480455.1	phaZ_positive	extracellular.lemoignei_like	Bacteroidota	JAABSX01	JAABSX01 sp964480455	0.1177541041967061	5.88639508820903
GCA_038248005.1	phaZ_negative	none	Bacteroidota	JAABSX01	JAABSX01 sp038248005	0.1323388635308477	5.23766913260801
GCA_013298485.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JAAFHS01	JAAFHS01 sp013298485	0.1653863488397561	4.19107855891746
GCA_046049665.1	phaZ_negative	none	Pseudomonadota	JAAFHS01	JAAFHS01 sp046049665	0.2802487413501517	2.4733284339497
GCA_031390175.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JAAFIP01	JAAFIP01 sp031390175	0.3077033260813117	2.25264767003779
GCA_031431335.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JAAFIP01	JAAFIP01 sp031431335	0.3931070293557593	1.7632530807091
GCA_043769005.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JAAFIP01	JAAFIP01 sp043769005	0.3312515216670875	2.09251017798061
GCA_963775085.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JAAFIP01	JAAFIP01 sp963775085	0.2047864766411649	3.38473121823618
GCA_031367325.1	phaZ_negative	none	Pseudomonadota	JAAFIP01	JAAFIP01 sp031367325	0.2648902009522366	2.6167339451146
GCA_031386655.1	phaZ_negative	none	Pseudomonadota	JAAFIP01	JAAFIP01 sp031386655	0.2065518194202424	3.35580283197455
GCA_043749385.1	phaZ_negative	none	Pseudomonadota	JAAFIP01	JAAFIP01 sp043749385	0.245687600597605	2.82125422232929
GCA_043774625.1	phaZ_negative	none	Pseudomonadota	JAAFIP01	JAAFIP01 sp043774625	0.2056844113311219	3.36995485498451
GCA_031414805.1	phaZ_positive	extracellular.general	Pseudomonadota	JAAFIW01	JAAFIW01 sp031414805	0.0584049989031739	11.8679427031421
GCA_013297875.1	phaZ_negative	none	Pseudomonadota	JAAFIW01	JAAFIW01 sp013297875	0.0838264731250981	8.26883387453901
GCA_021775455.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JAALLB01	JAALLB01 sp021775455	0.1080723012020994	6.41373573848245
GCA_021775415.1	phaZ_negative	none	Pseudomonadota	JAALLB01	JAALLB01 sp021775415	0.1035500032166226	6.69384026101774
GCA_015654725.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JAATGI01	JAATGI01 sp015654725	0.1153276261244365	6.01024406599726
GCA_036510675.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JAATGI01	JAATGI01 sp036510675	0.0415531424341298	16.6809810270962
GCA_036561245.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JAATGI01	JAATGI01 sp025451725	0.0807346225404597	8.58550097527957
GCA_963729845.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JAATGI01	JAATGI01 sp963729845	0.0796475034903537	8.70268558566803
GCA_030039775.1	phaZ_negative	none	Pseudomonadota	JAATGI01	JAATGI01 sp030039775	0.0596171557701184	11.626639540348
GCA_030041335.1	phaZ_negative	none	Pseudomonadota	JAATGI01	JAATGI01 sp030041335	0.0993561338915103	6.97639041910398
GCA_963804725.1	phaZ_negative	none	Pseudomonadota	JAATGI01	JAATGI01 sp963804725	0.070892721871259	9.7774096164441
GCA_963851285.1	phaZ_negative	none	Pseudomonadota	JAATGI01	JAATGI01 sp963851285	0.0667669048254976	10.3815982240237
GCA_013002595.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JABDJG01	JABDJG01 sp013002595	0.05693160952193	12.1750849199678
GCA_016522385.1	phaZ_negative	none	Pseudomonadota	JABDJG01	JABDJG01 sp016522385	0.0460430707010072	15.0543213127786
GCA_025351355.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JABFRJ01	JABFRJ01 sp025351355	0.0749282159772894	9.25081655180522
GCA_031374735.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JABFRJ01	JABFRJ01 sp031374735	0.1040205786293045	6.6635582083243
GCA_025350265.1	phaZ_negative	none	Pseudomonadota	JABFRJ01	JABFRJ01 sp025350265	0.1281907643364434	5.40715381601707
GCA_025359005.1	phaZ_negative	none	Pseudomonadota	JABFRJ01	JABFRJ01 sp025359005	0.0817512180968006	8.47873825854433
GCA_013362405.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JABFWF01	JABFWF01 sp013362405	0.8283817975505099	0.836748444508984
GCA_035539135.1	phaZ_negative	none	Pseudomonadota	JABFWF01	JABFWF01 sp035539135	0.3272359945030821	2.11818746165901
GCA_028822385.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JABJAG01	JABJAG01 sp028822385	0.0668694389539031	10.3656796199198
GCA_030831135.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JABJAG01	JABJAG01 sp030831135	0.2117451348013172	3.27349755266081
GCA_017643325.1	phaZ_negative	none	Pseudomonadota	JABJAG01	JABJAG01 sp017643325	0.1144830347810657	6.05458426120081
GCA_018666195.1	phaZ_negative	none	Pseudomonadota	JABJAG01	JABJAG01 sp018666195	0.1239722757202441	5.59114670221995
GCA_013203595.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JABMNT01	JABMNT01 sp013203595	0.0680658300233461	10.1834823776071
GCA_938074585.1	phaZ_negative	none	Pseudomonadota	JABMNT01	JABMNT01 sp938074585	0.1289547335129831	5.37512010359945
GCA_013389115.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JACADY01	JACADY01 sp013389115	0.094454780662269	7.33840230954906
GCA_016124385.1	phaZ_negative	none	Pseudomonadota	JACADY01	JACADY01 sp016124385	0.0842103826829014	8.23113680851003
GCA_013695705.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JACCZX01	JACCZX01 sp013695705	0.0393790976935332	17.6019061166496
GCA_013696665.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JACCZX01	JACCZX01 sp013696665	0.0508170830449672	13.6400426594063
GCA_038216465.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JACCZX01	JACCZX01 sp038216465	0.0532257039248853	13.0227902957967
GCA_963710675.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JACCZX01	JACCZX01 sp963710675	0.0447208783899746	15.4994089005938
GCA_963786295.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JACCZX01	JACCZX01 sp963786295	0.0527102541773857	13.1501392163145
GCA_963807155.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JACCZX01	JACCZX01 sp963807155	0.0464513997017255	14.9219869586448
GCA_963824935.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JACCZX01	JACCZX01 sp963824935	0.0460519919327592	15.0514049766189
GCA_035537135.1	phaZ_negative	none	Pseudomonadota	JACCZX01	JACCZX01 sp035537135	0.0389406350977866	17.8000995314877
GCA_039931935.1	phaZ_negative	none	Pseudomonadota	JACCZX01	JACCZX01 sp039931935	0.0419491859605202	16.523495383493
GCA_041751715.1	phaZ_negative	none	Pseudomonadota	JACCZX01	JACCZX01 sp041751715	0.062581260617799	11.0759542667762
GCA_963729165.1	phaZ_negative	none	Pseudomonadota	JACCZX01	JACCZX01 sp963729165	0.0497225749436772	13.9402913333652
GCA_963746085.1	phaZ_negative	none	Pseudomonadota	JACCZX01	JACCZX01 sp963746085	0.0348839521794419	19.8700874543807
GCA_963829995.1	phaZ_negative	none	Pseudomonadota	JACCZX01	JACCZX01 sp963829995	0.067911599651782	10.2066095352498
GCA_964554145.1	phaZ_negative	none	Pseudomonadota	JACCZX01	JACCZX01 sp964554145	0.0648419228755798	10.6897998982845
GCA_965222315.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JACKII01	JACKII01 sp965222315	0.0735504220646326	9.42410881001934
GCA_964474065.1	phaZ_negative	none	Pseudomonadota	JACKII01	JACKII01 sp964474065	0.0542912275166056	12.7672040634546
GCA_020637855.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JACKJK01	JACKJK01 sp020637855	0.226617114928861	3.05867092508673
GCA_020637985.1	phaZ_negative	none	Pseudomonadota	JACKJK01	JACKJK01 sp020637985	0.1289332522203514	5.37601564083199
GCA_050249695.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JACKJP01	JACKJP01 sp050249695	0.180050341224898	3.84974099934721
GCA_050186955.1	phaZ_negative	none	Pseudomonadota	JACKJP01	JACKJP01 sp050186955	0.1550065748342657	4.47172761091627
GCA_020442545.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JACKOX01	JACKOX01 sp020442545	0.8054066894813718	0.860617610472401
GCA_041395265.1	phaZ_negative	none	Pseudomonadota	JACKOX01	JACKOX01 sp041395265	0.13197632495805	5.25205699416368
GCF_037300705.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JACPVY01	JACPVY01 sp037300705	1.136998342280508	0.609629015966445
GCA_016197345.1	phaZ_negative	none	Pseudomonadota	JACPVY01	JACPVY01 sp016197345	0.45495474875845	1.5235519190678
GCA_035507915.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JACQAI01	JACQAI01 sp035507915	0.0953984201041426	7.26581404391461
GCA_016195115.1	phaZ_negative	none	Pseudomonadota	JACQAI01	JACQAI01 sp016195115	0.0706751342614201	9.80751133766601
GCA_016194905.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JACQAP01	JACQAP01 sp016194905	0.070918136651275	9.77390570720083
GCA_031362885.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JACQAP01	JACQAP01 sp031362885	0.044355280496632	15.6271626015887
GCA_035260785.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JACQAP01	JACQAP01 sp035260785	0.0625222836534741	11.0864021602549
GCA_035275265.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JACQAP01	JACQAP01 sp035275265	0.0777374388195777	8.91651681718873
GCA_035548375.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JACQAP01	JACQAP01 sp035548375	0.085647625821439	8.09301103109432
GCA_036000845.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JACQAP01	JACQAP01 sp036000845	0.0804109427749136	8.62006036293099
GCA_036274775.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JACQAP01	JACQAP01 sp036274775	0.0670921300645537	10.331274024137
GCA_036384015.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JACQAP01	JACQAP01 sp036384015	0.0904850457681887	7.66035066540941
GCA_039930785.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JACQAP01	JACQAP01 sp039930785	0.0930924153499011	7.44579650183801
GCA_046155535.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JACQAP01	JACQAP01 sp046155535	0.0594468262757791	11.6599526666802
GCA_046590325.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JACQAP01	JACQAP01 sp046590325	0.073570877010529	9.42148862056852
GCA_050741735.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JACQAP01	JACQAP01 sp050741735	0.0639537420796094	10.8382583727019
GCA_025357235.1	phaZ_negative	none	Pseudomonadota	JACQAP01	JACQAP01 sp025357235	0.0854683052320391	8.10999093381002
GCA_031382195.1	phaZ_negative	none	Pseudomonadota	JACQAP01	JACQAP01 sp031382195	0.053207625327801	13.0272151085415
GCA_031406075.1	phaZ_negative	none	Pseudomonadota	JACQAP01	JACQAP01 sp031406075	0.0754050162075051	9.19232188283723
GCA_035573615.1	phaZ_negative	none	Pseudomonadota	JACQAP01	JACQAP01 sp035573615	0.0331572752197035	20.9048293614925
GCA_036394495.1	phaZ_negative	none	Pseudomonadota	JACQAP01	JACQAP01 sp036394495	0.0612513847746314	11.3164328138917
GCA_038040175.1	phaZ_negative	none	Pseudomonadota	JACQAP01	JACQAP01 sp038040175	0.0850509294252693	8.14978960540325
GCA_041497595.1	phaZ_negative	none	Pseudomonadota	JACQAP01	JACQAP01 sp041497595	0.0950588320369184	7.29177043002953
GCA_043758735.1	phaZ_negative	none	Pseudomonadota	JACQAP01	JACQAP01 sp043758735	0.0662298244016669	10.465786174461
GCA_963846655.1	phaZ_negative	none	Pseudomonadota	JACQAP01	JACQAP01 sp963846655	0.0404882508664906	17.1197116626645
GCA_964396485.1	phaZ_negative	none	Pseudomonadota	JACQAP01	JACQAP01 sp964396485	0.0726404072318047	9.5421709069998
GCA_964402495.1	phaZ_negative	none	Pseudomonadota	JACQAP01	JACQAP01 sp964402495	0.0583948079188783	11.8700138807351
GCA_965233135.1	phaZ_negative	none	Pseudomonadota	JACQAP01	JACQAP01 sp965233135	0.0563970881916601	12.2904781573891
GCA_016199745.1	phaZ_positive	extracellular.lemoignei_like	Pseudomonadota	JACQFZ01	JACQFZ01 sp016199745	0.0923221366935949	7.50791961044413
GCA_041481875.1	phaZ_negative	none	Pseudomonadota	JACQFZ01	JACQFZ01 sp041481875	0.0884716361544838	7.83468251168785
GCA_014763545.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JACXVD01	JACXVD01 sp014763545	0.6914258918030859	1.00248947685828
GCA_041396905.1	phaZ_negative	none	Pseudomonadota	JACXVD01	JACXVD01 sp020446665	0.6339902713210787	1.09330885963849
GCA_015232025.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JADFZP01	JADFZP01 sp015232025	0.18893546718018	3.66869805285907
GCA_015232485.1	phaZ_negative	none	Pseudomonadota	JADFZP01	JADFZP01 sp015232485	0.0917121602259395	7.55785469290361
GCA_052143535.1	phaZ_positive	intracellular.ralstonia_like	Myxococcota	JADGRA01	JADGRA01 sp052143535	0.1571691783579637	4.41019790140567
GCA_963745475.1	phaZ_negative	none	Myxococcota	JADGRA01	JADGRA01 sp963745475	0.1560942954413057	4.4405670213655
GCA_016195915.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JADGRQ01	JADGRQ01 sp016195915	0.0962728562920258	7.19981942217869
GCA_017880775.1	phaZ_negative	none	Pseudomonadota	JADGRQ01	JADGRQ01 sp017880775	0.0794949895804957	8.71938199146592
GCA_963817435.1	phaZ_positive	intracellular.cupriavidus_like	Gemmatimonadota	JADJOM01	JADJOM01 sp963817435	0.1517957394295422	4.56631512297272
GCA_964585655.1	phaZ_negative	none	Gemmatimonadota	JADJOM01	JADJOM01 sp964585655	0.1821249195086491	3.80588874070595
GCA_020355165.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JADJWR01	JADJWR01 sp020355165	0.1232429640752134	5.62423328391329
GCA_041565015.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JADJWR01	JADJWR01 sp041565015	0.0796337222146475	8.70419165754443
GCA_964509545.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JADJWR01	JADJWR01 sp964509545	0.0942419229886933	7.35497704819866
GCA_016716275.1	phaZ_negative	none	Pseudomonadota	JADJWR01	JADJWR01 sp016716275	0.0829238592277243	8.35883890372775
GCA_024641225.1	phaZ_negative	none	Pseudomonadota	JADJWR01	JADJWR01 sp024641225	0.0697732999880644	9.93427544173081
GCA_048497655.1	phaZ_negative	none	Pseudomonadota	JADJWR01	JADJWR01 sp048497655	0.1530736182589346	4.52819491982896
GCA_050186725.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JADJYF01	JADJYF01 sp050186725	0.1346843756929376	5.14645575623581
GCA_945873015.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JADJYF01	JADJYF01 sp945873015	0.097520530766635	7.10770516844945
GCA_019747795.1	phaZ_negative	none	Pseudomonadota	JADJYF01	JADJYF01 sp019747795	0.0910686713257168	7.61125830068202
GCA_031371245.1	phaZ_negative	none	Pseudomonadota	JADJYF01	JADJYF01 sp031371245	0.0898233177111519	7.71678444108381
GCA_019187485.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JADKFD01	JADKFD01 sp019187485	0.1949143717481732	3.55616250532558
GCA_022841325.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JADKFD01	JADKFD01 sp022841325	0.0988653729048433	7.01102074663786
GCA_024234055.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JADKFD01	JADKFD01 sp024234055	0.137205937212781	5.05187453721483
GCA_016717705.1	phaZ_negative	none	Pseudomonadota	JADKFD01	JADKFD01 sp016717705	0.1729113200226937	4.00868595803313
GCA_020693165.1	phaZ_negative	none	Pseudomonadota	JADKFD01	JADKFD01 sp020693165	0.1323134029752339	5.2386769969909
GCA_937928755.1	phaZ_negative	none	Pseudomonadota	JADKFD01	JADKFD01 sp937928755	0.2005598529681057	3.45606147143603
GCA_020853585.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JADYYQ01	JADYYQ01 sp020853585	0.0601188505398645	11.5296146605518
GCA_044355755.1	phaZ_negative	none	Pseudomonadota	JADYYQ01	JADYYQ01 sp044355755	0.0396547803869757	17.4795364845244
GCA_029778105.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JADZAI01	JADZAI01 sp029778105	0.3575040254292022	1.93885140098153
GCA_046348585.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JADZAI01	JADZAI01 sp046348585	0.177058157772723	3.91479946069296
GCA_027492655.1	phaZ_negative	none	Pseudomonadota	JADZAI01	JADZAI01 sp027492655	0.4012275898403083	1.72756609493336
GCA_964390465.1	phaZ_negative	none	Pseudomonadota	JADZAI01	JADZAI01 sp964390465	0.0050867811162348	136.264400751923
GCA_022758925.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	JAEMQF01	JAEMQF01 sp022758925	0.0782653368642669	8.85637509951625
GCA_031396305.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JAEMQF01	JAEMQF01 sp031396305	0.0681167585600405	10.1758685412046
GCA_031419535.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JAEMQF01	JAEMQF01 sp031419535	0.108569298301125	6.3843756145264
GCA_031419715.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	JAEMQF01	JAEMQF01 sp031419715	0.0956088554182982	7.24982197022815
GCA_040081145.1	phaZ_negative	none	Pseudomonadota	JAEMQF01	JAEMQF01 sp040081145	0.0947732362747455	7.31374391975522
